"titulo","anio","director","ratingIMDB","sentimiento","critico","archivo.texto","url.imdb"
"The Animal",2001,"Luke Greenfield",4.8,"N","Homer Yen","cv185_28372.txt","http://www.imdb.com/title/tt0255798/"
"Enemigo público",1998,"Tony Scott",7.3,"N","M. Pierce","cv854_18955.txt","http://www.imdb.com/title/tt0120660/"
"Frente al abismo",2001,"Michael Cuesta",7.2,"N","Jeremiah Kipp","cv010_29063.txt","http://www.imdb.com/title/tt0242587/"
"Misión a Marte",2000,"Brian De Palma",5.6,"N","Michael Redman","cv169_24973.txt","http://www.imdb.com/title/tt0183523/"
"Revancha",1999,"Brian Helgeland",7.1,"N","Bill Chambers","cv629_16604.txt","http://www.imdb.com/title/tt0120784/"
"Deceiver",1997,"Jonas Pate",6.7,"N","Matt Williams","cv160_10848.txt","http://www.imdb.com/title/tt0119527/"
"Dunas",1984,"David Lynch",6.6,"N","Mike Watson","cv746_10471.txt","http://www.imdb.com/title/tt0087182/"
"The 13th Warrior",1999,"John McTiernan",6.6,"N","George Lau","cv814_20316.txt","http://www.imdb.com/title/tt0120657/"
"Isle of Lesbos",1997,"Jeff B. Harmon",6.9,"N","Brian Matherly","cv524_24885.txt","http://www.imdb.com/title/tt0119390/"
"Mi hermana virgen",2001,"Catherine Breillat",6.5,"N","Jeremiah Kipp","cv696_29619.txt","http://www.imdb.com/title/tt0243255/"
"No más sexo",2001,"Peter Chelsom",4.4,"N","Robin Clifford","cv966_28671.txt","http://www.imdb.com/title/tt0141907/"
"Let's Talk About Sex",1998,"Troy Byer",3.7,"N","Marty Mapes","cv238_14285.txt","http://www.imdb.com/title/tt0165857/"
"Love Is the Devil: Study for a Portrait of Francis Bacon",1998,"John Maybury",6.4,"N","Steve Rhodes","cv417_14653.txt","http://www.imdb.com/title/tt0119577/"
"Gia",1998,"Michael Cristofer",7,"N","David Nusair","cv743_17023.txt","http://www.imdb.com/title/tt0123865/"
"El Grinch",2000,"Ron Howard",6.1,"N","Christian Pyle","cv918_27080.txt","http://www.imdb.com/title/tt0170016/"
"Secreto de sangre",1998,"Jonathan Darby",5.3,"N","Jamie Peck","cv451_11502.txt","http://www.imdb.com/title/tt0118744/"
"La mejor de mis bodas",1998,"Frank Coraci",6.8,"N","Christian Pyle","cv508_17742.txt","http://www.imdb.com/title/tt0120888/"
"El planeta de los simios",2001,"Tim Burton",5.7,"N","Laura Clifford","cv905_28965.txt","http://www.imdb.com/title/tt0133152/"
"Objeto del deseo",1995,"Guy Ferland",4.3,"N","Andrew Hicks","cv016_4348.txt","http://www.imdb.com/title/tt0112438/"
"Vampiros",1998,"John Carpenter",6.1,"N","Tim Voon","cv248_15672.txt","http://www.imdb.com/title/tt0120877/"
"Turbulencia",1997,"Robert Butler",4.8,"N","Chuck Dowling","cv377_8440.txt","http://www.imdb.com/title/tt0120390/"
"The Opposite Sex and How to Live with Them",1992,"Matthew Meshekoff",4.9,"N","David Pimmel","cv929_1841.txt","http://www.imdb.com/title/tt0105063/"
"Heaven's Prisoners",1996,"Phil Joanou",5.7,"N","Michael J. Legeros","cv887_5306.txt","http://www.imdb.com/title/tt0116508/"
"Osmosis Jones",2001,"Bobby Farrelly",6.3,"N","Laura Clifford","cv913_29127.txt","http://www.imdb.com/title/tt0181739/"
"Sé lo que hicieron el verano pasado",1997,"Jim Gillespie",5.7,"N","Michael Rich","cv705_11973.txt","http://www.imdb.com/title/tt0119345/"
"Blues Brothers 2000",1998,"John Landis",4.8,"N","E. Benjamin Kelsey","cv283_11963.txt","http://www.imdb.com/title/tt0118747/"
"Mandamientos",1997,"Daniel Taplitz",5.6,"N","Scott Renshaw","cv324_7502.txt","http://www.imdb.com/title/tt0115927/"
"Magnolia",1999,"Paul Thomas Anderson",8,"N","Michael Elliott","cv575_22598.txt","http://www.imdb.com/title/tt0175880/"
"Estrenando Cuerpo",2001,"Chris Weitz",5.4,"N","Laura Clifford","cv116_28734.txt","http://www.imdb.com/title/tt0231775/"
"Carga mortal",1999,"Hugh Johnson",5.2,"N","Jamey Hughton","cv436_20564.txt","http://www.imdb.com/title/tt0163579/"
"Del crepúsculo al amanecer",1996,"Robert Rodriguez",7.3,"N","Dennis Schwartz","cv570_28960.txt","http://www.imdb.com/title/tt0116367/"
"O Toque do Oboé",1998,"Cláudio MacDowell",7.1,"N","Mac VerStandig","cv682_17947.txt","http://www.imdb.com/title/tt0197049/"
"Estudio 54",1998,"Mark Christopher",5.8,"N","Bob Bloom","cv448_16409.txt","http://www.imdb.com/title/tt0120577/"
"El hombre sin sombra",2000,"Paul Verhoeven",5.7,"N","Alex Ioshpe","cv307_26382.txt","http://www.imdb.com/title/tt0164052/"
"Misión: Seguridad máxima",1998,"Harold Becker",6.1,"N","James Berardinelli","cv951_11816.txt","http://www.imdb.com/title/tt0120749/"
"El cocodrilo",1999,"Steve Miner",5.6,"N","Christian Pyle","cv037_19798.txt","http://www.imdb.com/title/tt0139414/"
"Un papá genial",1999,"Dennis Dugan",6.4,"N","David Sunga","cv203_19052.txt","http://www.imdb.com/title/tt0142342/"
"Anastasia",1997,"Don Bluth",7.1,"N","Dave Thompsen","cv305_9937.txt","http://www.imdb.com/title/tt0118617/"
"Naked Souls",1996,"Lyndon Chubbuck",3.2,"N","Justin Felix","cv794_17353.txt","http://www.imdb.com/title/tt0113926/"
"Wide Awake",1998,"M. Night Shyamalan",6.1,"N","Dennis Schwartz","cv735_20218.txt","http://www.imdb.com/title/tt0120510/"
"Firestorm",1998,"Dean Semler",4.6,"N","Matt Williams","cv500_10722.txt","http://www.imdb.com/title/tt0120670/"
"Alien³",1992,"David Fincher",6.4,"N","Serdar Yegulalp","cv091_7899.txt","http://www.imdb.com/title/tt0103644/"
"Garras",1996,"Stephen Hopkins",6.8,"N","Rick Pali","cv057_7962.txt","http://www.imdb.com/title/tt0116409/"
"Godzilla",1998,"Roland Emmerich",5.3,"N","R. L. Strong","cv526_12868.txt","http://www.imdb.com/title/tt0120685/"
"Original Sin",2001,"Michael Cristofer",6,"N","Shannon Patrick Sullivan","cv665_29386.txt","http://www.imdb.com/title/tt0218922/"
"Godzilla",1998,"Roland Emmerich",5.3,"N","Michael Redman","cv294_12695.txt","http://www.imdb.com/title/tt0120685/"
"Gloria",1999,"Sidney Lumet",5.1,"N","Steve Rhodes","cv127_16451.txt","http://www.imdb.com/title/tt0120683/"
"Objeto del deseo",1995,"Guy Ferland",4.3,"N","Ted Prigge","cv925_9459.txt","http://www.imdb.com/title/tt0112438/"
"Victory",1996,"Mark Peploe",6.3,"N","Rebecca Wan","cv434_5641.txt","http://www.imdb.com/title/tt0114846/"
"Testigo",2000,"Sam Raimi",6.7,"N","Chad Polenz@aol.com","cv110_27832.txt","http://www.imdb.com/title/tt0219699/"
"Play It to the Bone",1999,"Ron Shelton",5.4,"N","Michael Elliott","cv147_22625.txt","http://www.imdb.com/title/tt0196857/"
"El halcón está suelto",1991,"Michael Lehmann",5.8,"N","Jamey Hughton","cv263_20693.txt","http://www.imdb.com/title/tt0102070/"
"Grandes esperanzas",1998,"Alfonso Cuarón",6.8,"N","Matt Williams","cv639_10797.txt","http://www.imdb.com/title/tt0119223/"
"Carry on Dick",1974,"Gerald Thomas",6,"N","Graeme Huggan","cv194_12855.txt","http://www.imdb.com/title/tt0071281/"
"Chairman of the Board",1998,"Alex Zamm",2.3,"N","E. Benjamin Kelsey","cv516_12117.txt","http://www.imdb.com/title/tt0118836/"
"Perdidos en el espacio",1998,"Stephen Hopkins",5.1,"N","Marty Mapes","cv172_12037.txt","http://www.imdb.com/title/tt0120738/"
"Bubble Boy",2001,"Blair Hayes",5.6,"N","Annette Cardwell","cv821_29283.txt","http://www.imdb.com/title/tt0258470/"
"Fear and Loathing in Las Vegas",1998,"Terry Gilliam",7.7,"N","Laurence Mixson","cv605_12730.txt","http://www.imdb.com/title/tt0120669/"
"Día de la independencia",1996,"Roland Emmerich",7,"N","Ted Prigge","cv230_7913.txt","http://www.imdb.com/title/tt0116629/"
"Virus",1999,"John Bruno",4.9,"N","Robert Workman","cv001_19502.txt","http://www.imdb.com/title/tt0120458/"
"El regalo prometido",1996,"Brian Levant",5.5,"N","Andrew Hicks","cv810_13660.txt","http://www.imdb.com/title/tt0116705/"
"Hanging Up",2000,"Diane Keaton",4.8,"N","Jamey Hughton","cv465_23401.txt","http://www.imdb.com/title/tt0162983/"
"Down to You",2000,"Kris Isacsson",4.9,"N","Geoff Berkshire","cv073_23039.txt","http://www.imdb.com/title/tt0186975/"
"Wide Awake",1998,"M. Night Shyamalan",6.1,"N","Matt Williams","cv528_11669.txt","http://www.imdb.com/title/tt0120510/"
"Senseless",1998,"Penelope Spheeris",6,"N","Michael Dequina","cv156_11119.txt","http://www.imdb.com/title/tt0120820/"
"Especies II",1998,"Peter Medak",4.3,"N","David N. Butterworth","cv123_12165.txt","http://www.imdb.com/title/tt0120841/"
"Session 9",2001,"Brad Anderson",6.5,"N","Susan Granger","cv616_29187.txt","http://www.imdb.com/title/tt0261983/"
"Héroes fuera de órbita",1999,"Dean Parisot",7.3,"N","Nick Lyons","cv443_22367.txt","http://www.imdb.com/title/tt0177789/"
"El chacal",1997,"Michael Caton-Jones",6.4,"N","Curtis Edmonds","cv906_12332.txt","http://www.imdb.com/title/tt0119395/"
"The 13th Warrior",1999,"John McTiernan",6.6,"N","Christian Pyle","cv782_21078.txt","http://www.imdb.com/title/tt0120657/"
"Alto riesgo",1998,"Kevin Hooks",5.3,"N","Michael Dequina","cv702_12371.txt","http://www.imdb.com/title/tt0120610/"
"Simplemente irresistible",1999,"Mark Tarlov",5.3,"N","Jamie Peck","cv287_17410.txt","http://www.imdb.com/title/tt0145893/"
"Encuentro con el Lobo",1996,"Matthew Bright",6.9,"N","Joe Chamberlain","cv843_17054.txt","http://www.imdb.com/title/tt0116361/"
"Bestia salvaje",2000,"Jonathan Glazer",7.3,"N","Mark R. Leeper","cv361_28738.txt","http://www.imdb.com/title/tt0203119/"
"Dong",1998,"Ming-liang Tsai",7.6,"N","David Dalgleish","cv554_14678.txt","http://www.imdb.com/title/tt0156610/"
"Skin Deep",1989,"Blake Edwards",6.1,"N","Randy Parker","cv544_5301.txt","http://www.imdb.com/title/tt0098343/"
"Los enredos de Harry",1997,"Woody Allen",7.4,"N","Mark R. Leeper","cv527_10338.txt","http://www.imdb.com/title/tt0118954/"
"Misión a Marte",2000,"Brian De Palma",5.6,"N","Fontaine Lien","cv786_23608.txt","http://www.imdb.com/title/tt0183523/"
"Glen o Glenda",1953,"Edward D. Wood Jr.",4.2,"N","Kevin Patterson","cv204_8930.txt","http://www.imdb.com/title/tt0045826/"
"Batman & Robin",1997,"Joel Schumacher",3.7,"N","Bryan Dobson","cv481_7930.txt","http://www.imdb.com/title/tt0118688/"
"Locura en el oeste",1974,"Mel Brooks",7.8,"N","Joe Chamberlain","cv894_22140.txt","http://www.imdb.com/title/tt0071230/"
"A sangre fria",2000,"Christopher McQuarrie",6.7,"N","Chad Polenz","cv788_26409.txt","http://www.imdb.com/title/tt0202677/"
"Estigma",1999,"Rupert Wainwright",6.2,"N","Shay Casey","cv995_23113.txt","http://www.imdb.com/title/tt0145531/"
"Leyenda urbana",1998,"Jamie Blanks",5.5,"N","Sean Siska","cv310_14568.txt","http://www.imdb.com/title/tt0146336/"
"Twin Peaks: Fuego camina conmigo",1992,"David Lynch",7.2,"N","Randy Parker","cv408_5367.txt","http://www.imdb.com/title/tt0105665/"
"Joe",1998,"Ron Underwood",5.6,"N","David N. Butterworth","cv495_16121.txt","http://www.imdb.com/title/tt0120751/"
"Atracción explosiva",1995,"Andrew Sipes",4.2,"N","Joe Chamberlain","cv936_17473.txt","http://www.imdb.com/title/tt0113010/"
"Juegos peligrosos",1999,"Darren Stein",5.5,"N","Steve Rhodes","cv468_16844.txt","http://www.imdb.com/title/tt0155776/"
"La Colonia",1997,"Hark Tsui",4.7,"N","Jamie Peck","cv389_9611.txt","http://www.imdb.com/title/tt0119013/"
"Suicide Kings",1997,"Peter O'Fallon",7,"N","Bill Chambers","cv909_9973.txt","http://www.imdb.com/title/tt0120241/"
"Las aventuras de Jim West",1999,"Barry Sonnenfeld",4.8,"N","Stephen Sills","cv886_19210.txt","http://www.imdb.com/title/tt0120891/"
"Duro para espiar",1996,"Rick Friedberg",5.3,"N","Jonathan Hardison","cv370_5338.txt","http://www.imdb.com/title/tt0117723/"
"Alien: la resurrección",1997,"Jean-Pierre Jeunet",6.2,"N","Luke Buckmaster","cv557_12237.txt","http://www.imdb.com/title/tt0118583/"
"Below Utopia",1997,"Kurt Voss",5,"N","Justin Felix","cv509_17354.txt","http://www.imdb.com/title/tt0118696/"
"A sangre fria",2000,"Christopher McQuarrie",6.7,"N","Ron Small","cv484_26169.txt","http://www.imdb.com/title/tt0202677/"
"El cuerpo del delito",1993,"Uli Edel",4.4,"N","Serdar Yegulalp","cv074_7188.txt","http://www.imdb.com/title/tt0106453/"
"Las brujas de Salem",1996,"Nicholas Hytner",6.8,"N","Froilan Vispo","cv024_7033.txt","http://www.imdb.com/title/tt0115988/"
"What Planet Are You From?",2000,"Mike Nichols",5.6,"N","Sean P. Molloy","cv815_23466.txt","http://www.imdb.com/title/tt0181151/"
"Misión a Marte",2000,"Brian De Palma",5.6,"N","Brian Matherly","cv437_24070.txt","http://www.imdb.com/title/tt0183523/"
"Objeto del deseo",1995,"Guy Ferland",4.3,"N","Justin Felix","cv235_10704.txt","http://www.imdb.com/title/tt0112438/"
"Mortal Kombat: Aniquilación",1997,"John R. Leonetti",3.7,"N","Afterburner","cv013_10494.txt","http://www.imdb.com/title/tt0119707/"
"Tiro mortal",1993,"Gene Quintano",6.1,"N","Dragan Antulov","cv870_18090.txt","http://www.imdb.com/title/tt0107659/"
"Fantasmas de Marte",2001,"John Carpenter",4.9,"N","Edward Johnson-Ott","cv329_29293.txt","http://www.imdb.com/title/tt0228333/"
"Air Bud",1997,"Charles Martin Smith",5.1,"N","Jamie Peck","cv750_10606.txt","http://www.imdb.com/title/tt0118570/"
"Batman & Robin",1997,"Joel Schumacher",3.7,"N","Edward Johnson-Ott","cv154_9562.txt","http://www.imdb.com/title/tt0118688/"
"Shadow Hours",2000,"Isaac H. Eaton",5.9,"N","Max Messier","cv752_25330.txt","http://www.imdb.com/title/tt0226430/"
"Batman regresa",1992,"Tim Burton",7,"N","Max Scheinin","cv806_9405.txt","http://www.imdb.com/title/tt0103776/"
"Next Stop Wonderland",1998,"Brad Anderson",6.7,"N","Dennis Schwartz","cv796_17243.txt","http://www.imdb.com/title/tt0119778/"
"Mandingo",1975,"Richard Fleischer",6.2,"N","James Kendrick","cv427_11693.txt","http://www.imdb.com/title/tt0073349/"
"Los taxistas se divierten",1983,"Joel Schumacher",5.4,"N","Andrew Hicks","cv825_5168.txt","http://www.imdb.com/title/tt0085387/"
"El bebé de Rosemary",1968,"Roman Polanski",8,"N","Andrew Hicks","cv352_5414.txt","http://www.imdb.com/title/tt0063522/"
"Two Can Play That Game",2001,"Mark Brown",6.1,"N","Susan Granger","cv583_29465.txt","http://www.imdb.com/title/tt0269341/"
"eXistenZ: Mundo virtual",1999,"David Cronenberg",6.8,"N","Choo Eng Aun, Jack","cv466_20092.txt","http://www.imdb.com/title/tt0120907/"
"Acción Jackson",1988,"Craig R. Baxley",5.2,"N","Andrew Hicks","cv824_9335.txt","http://www.imdb.com/title/tt0094612/"
"El terror llama a su puerta",1986,"Fred Dekker",6.8,"N","Joe Chamberlain","cv350_22139.txt","http://www.imdb.com/title/tt0091630/"
"Máximo riesgo",1996,"Ringo Lam",5.5,"N","Joe Chamberlain","cv133_18065.txt","http://www.imdb.com/title/tt0117011/"
"Undercover Blues",1993,"Herbert Ross",6,"N","Steve Rhodes","cv270_5873.txt","http://www.imdb.com/title/tt0108442/"
"Plata quemada",2000,"Marcelo Piñeyro",7.2,"N","Frankie Paiva","cv856_28882.txt","http://www.imdb.com/title/tt0227277/"
"Una acción civil",1998,"Steven Zaillian",6.5,"N","Dustin Putman","cv314_16095.txt","http://www.imdb.com/title/tt0120633/"
"Eddie, mi nueva coach",1996,"Steve Rash",5.1,"N","Scott Renshaw","cv479_5450.txt","http://www.imdb.com/title/tt0116168/"
"Porky's",1981,"Bob Clark",6.2,"N","FilmFan16@aol.com","cv698_16930.txt","http://www.imdb.com/title/tt0084522/"
"Hedwig and the Angry Inch",2001,"John Cameron Mitchell",7.8,"N","JoBlo","cv571_29292.txt","http://www.imdb.com/title/tt0248845/"
"Cadena de favores",2000,"Mimi Leder",7.2,"N","Ron Small","cv485_26879.txt","http://www.imdb.com/title/tt0223897/"
"Carry on at Your Convenience",1971,"Gerald Thomas",6.1,"N","G Huggan","cv301_13010.txt","http://www.imdb.com/title/tt0066895/"
"Almost Heroes",1998,"Christopher Guest",5.8,"N","Josh Schirmer","cv861_12809.txt","http://www.imdb.com/title/tt0119053/"
"La bruja de Blair 2",2000,"Joe Berlinger",4,"N","Michael Redman","cv965_26688.txt","http://www.imdb.com/title/tt0229260/"
"Ojos de serpiente",1998,"Brian De Palma",6,"N","Curtis Edmonds","cv139_14236.txt","http://www.imdb.com/title/tt0120832/"
"Coristas",1995,"Paul Verhoeven",4.7,"N","Ryan Ellis","cv065_16909.txt","http://www.imdb.com/title/tt0114436/"
"Monkeybone",2001,"Henry Selick",4.7,"N","Brandon Herring","cv092_27987.txt","http://www.imdb.com/title/tt0166276/"
"The 13th Warrior",1999,"John McTiernan",6.6,"N","Homer Yen","cv542_20359.txt","http://www.imdb.com/title/tt0120657/"
"Sueños, misterios y secretos",2001,"David Lynch",8,"N","Susan Granger","cv239_29828.txt","http://www.imdb.com/title/tt0166924/"
"Violencia en la tempestad",1998,"Mikael Salomon",5.8,"N","Luke Buckmaster","cv145_12239.txt","http://www.imdb.com/title/tt0120696/"
"Godzilla",1998,"Roland Emmerich",5.3,"N","Brian Takeshita","cv079_12766.txt","http://www.imdb.com/title/tt0120685/"
"Blues Brothers 2000",1998,"John Landis",4.8,"N","Matt Williams","cv502_10970.txt","http://www.imdb.com/title/tt0118747/"
"Goodbye Lover",1998,"Roland Joffé",5.7,"N","David N. Butterworth","cv180_17823.txt","http://www.imdb.com/title/tt0119219/"
"Doble riesgo",1999,"Bruce Beresford",6.4,"N","Jeff Bogart","cv143_21158.txt","http://www.imdb.com/title/tt0150377/"
"Perro salvaje",1993,"John Lafia",5.1,"N","ROBERT LEON BERNSTEIN))","cv611_2253.txt","http://www.imdb.com/title/tt0107504/"
"Virus",1999,"John Bruno",4.9,"N","David Nusair","cv959_16218.txt","http://www.imdb.com/title/tt0120458/"
"Nowhere",1997,"Gregg Araki",6.4,"N","Larry McGillicuddy","cv618_9469.txt","http://www.imdb.com/title/tt0119809/"
"Ready to Rumble",2000,"Brian Robbins",5.3,"N","Chris Casino","cv407_23928.txt","http://www.imdb.com/title/tt0217756/"
"Varsity Blues",1999,"Brian Robbins",6.4,"N","Geoff Berkshire","cv195_16146.txt","http://www.imdb.com/title/tt0139699/"
"Flubber",1997,"Les Mayfield",5.2,"N","Ted Prigge","cv614_11320.txt","http://www.imdb.com/title/tt0119137/"
"La espada y el hechicero",1982,"Albert Pyun",5.7,"N","Jon Turner","cv942_18509.txt","http://www.imdb.com/title/tt0084749/"
"The General's Daughter",1999,"Simon West",6.3,"N","Scott Renshaw","cv548_18944.txt","http://www.imdb.com/title/tt0144214/"
"The Trumpet of the Swan",2001,"Terry L. Noss",5,"N","Laura Clifford","cv059_28723.txt","http://www.imdb.com/title/tt0206367/"
"The Girl Gets Moe",1997,"James Bruce",4.7,"N","David Nusair","cv098_17021.txt","http://www.imdb.com/title/tt0126928/"
"Cuerpos salvajes",1999,"Michael Cristofer",5,"N","Ron Small","cv832_24713.txt","http://www.imdb.com/title/tt0172627/"
"Babe el puerquito va a la ciudad",1998,"George Miller",5.8,"N","Jason Wallis","cv862_15924.txt","http://www.imdb.com/title/tt0120595/"
"The 13th Warrior",1999,"John McTiernan",6.6,"N","Nick Lyons","cv268_20288.txt","http://www.imdb.com/title/tt0120657/"
"Patch Adams",1998,"Tom Shadyac",6.7,"N","Nathaniel R. Atcheson","cv478_15921.txt","http://www.imdb.com/title/tt0129290/"
"Carga mortal",1999,"Hugh Johnson",5.2,"N","Berge Garabedian","cv773_20264.txt","http://www.imdb.com/title/tt0163579/"
"Powder",1995,"Victor Salva",6.6,"N","Andrew Hicks","cv690_5425.txt","http://www.imdb.com/title/tt0114168/"
"Down Periscope",1996,"David S. Ward",6,"N","Andrew Hicks","cv254_5870.txt","http://www.imdb.com/title/tt0116130/"
"The Watcher",2000,"Joe Charbanic",5.3,"N","Susan Granger","cv076_26009.txt","http://www.imdb.com/title/tt0204626/"
"Locos por el juego",1996,"Bobby Farrelly",6.9,"N","Julian Lim","cv842_5702.txt","http://www.imdb.com/title/tt0116778/"
"Shattered Image",1998,"Raoul Ruiz",4.9,"N","David Butterworth","cv014_15600.txt","http://www.imdb.com/title/tt0143874/"
"Impacto profundo",1998,"Mimi Leder",6.1,"N","David Wilcock","cv135_12506.txt","http://www.imdb.com/title/tt0120647/"
"Nothing to Lose",1997,"Steve Oedekerk",6.7,"N","David Wilcock","cv211_9955.txt","http://www.imdb.com/title/tt0119807/"
"Todavía sé lo que hicieron el verano pasado",1998,"Danny Cannon",4.6,"N","Justin Felix","cv621_15984.txt","http://www.imdb.com/title/tt0130018/"
"2 Days in the Valley",1996,"John Herzfeld",6.5,"N","The Flying Inkpot","cv372_6654.txt","http://www.imdb.com/title/tt0115438/"
"Playing God",1997,"Andy Wilson",5.6,"N","Michael Redman","cv208_9475.txt","http://www.imdb.com/title/tt0119906/"
"Puerta al infierno",1987,"Clive Barker",7,"N","Robert Dorsett","cv552_0150.txt","http://www.imdb.com/title/tt0093177/"
"El club de la pelea",1999,"David Fincher",8.8,"N","Nick Lyons","cv067_21192.txt","http://www.imdb.com/title/tt0137523/"
"Misión a Marte",2000,"Brian De Palma",5.6,"N","Shay Casey","cv367_24065.txt","http://www.imdb.com/title/tt0183523/"
"El precio del éxito",1998,"Woody Allen",6.3,"N","Nathaniel R. Atcheson","cv762_15604.txt","http://www.imdb.com/title/tt0120533/"
"Cambio de vida",1999,"Wayne Wang",6.2,"N","Dennis Schwartz","cv303_27366.txt","http://www.imdb.com/title/tt0149691/"
"Estudio 54",1998,"Mark Christopher",5.8,"N","Michael Dequina","cv264_14108.txt","http://www.imdb.com/title/tt0120577/"
"J'aimerais pas crever un dimanche",1998,"Didier Le Pêcheur",5.4,"N","Mark R. Leeper","cv340_14776.txt","http://www.imdb.com/title/tt0168899/"
"La espada mágica: La leyenda de Camelot",1998,"Frederik Du Chau",6.3,"N","Jamie Peck","cv003_12683.txt","http://www.imdb.com/title/tt0120800/"
"Nutty Professor II: The Klumps",2000,"Peter Segal",4.4,"N","Max Messier","cv083_25491.txt","http://www.imdb.com/title/tt0144528/"
"Hav Plenty",1997,"Christopher Scott Cherot",6.5,"N","Steve Rhodes","cv764_12701.txt","http://www.imdb.com/title/tt0126938/"
"Woman on Top",2000,"Fina Torres",5.3,"N","Dennis Schwartz","cv250_26462.txt","http://www.imdb.com/title/tt0206420/"
"La maldición",1999,"Jan de Bont",4.9,"N","John Carroll","cv858_20266.txt","http://www.imdb.com/title/tt0171363/"
"Young Einstein",1988,"Yahoo Serious",5.1,"N","Randy Parker","cv193_5393.txt","http://www.imdb.com/title/tt0096486/"
"I Woke Up Early the Day I Died",1998,"Aris Iliopulos",6.1,"N","Brandon Herring","cv277_20467.txt","http://www.imdb.com/title/tt0125211/"
"An Alan Smithee Film: Burn Hollywood Burn",1997,"Arthur Hiller",3.5,"N","Scott Renshaw","cv833_11961.txt","http://www.imdb.com/title/tt0118577/"
"Ronin",1998,"John Frankenheimer",7.3,"N","Mark R. Leeper","cv278_14533.txt","http://www.imdb.com/title/tt0122690/"
"El mundo de las Spice Girls",1997,"Bob Spiers",3.4,"N","Chuck Dowling","cv242_11354.txt","http://www.imdb.com/title/tt0120185/"
"Last Man Standing",1996,"Walter Hill",6.4,"N","Scott Renshaw","cv891_6035.txt","http://www.imdb.com/title/tt0116830/"
"Plunkett & Macleane",1999,"Jake Scott",6.4,"N","David Wilcock","cv512_17618.txt","http://www.imdb.com/title/tt0134033/"
"El tren del terror",1980,"Roger Spottiswoode",5.9,"N","Andrew Hicks","cv800_13494.txt","http://www.imdb.com/title/tt0081617/"
"El mosquetero",2001,"Peter Hyams",4.7,"N","Dennis Schwartz","cv920_29423.txt","http://www.imdb.com/title/tt0246544/"
"Las estafadoras",2001,"David Mirkin",6.2,"N","Edward Johnson-Ott","cv217_28707.txt","http://www.imdb.com/title/tt0125022/"
"Gerónimo: Una Leyenda Americana",1993,"Walter Hill",6.5,"N","Dragan Antulov","cv867_18362.txt","http://www.imdb.com/title/tt0107004/"
"La emboscada",1999,"Jon Amiel",6.3,"N","A. Estey","cv148_18084.txt","http://www.imdb.com/title/tt0137494/"
"Contra el enemigo",1998,"Edward Zwick",6.3,"N","Dustin Putman","cv859_15689.txt","http://www.imdb.com/title/tt0133952/"
"Hackers",1995,"Iain Softley",6.2,"N","David Landers","cv102_8306.txt","http://www.imdb.com/title/tt0113243/"
"Un ratoncito duro de cazar",1997,"Gore Verbinski",6.4,"N","Mike Watson","cv474_10682.txt","http://www.imdb.com/title/tt0119715/"
"El planeta de los simios",2001,"Tim Burton",5.7,"N","Mark R. Leeper","cv200_29006.txt","http://www.imdb.com/title/tt0133152/"
"Shopping for Fangs",1997,"Quentin Lee",6.5,"N","Steve Rhodes","cv627_12603.txt","http://www.imdb.com/title/tt0122710/"
"El paciente inglés",1996,"Anthony Minghella",7.4,"N","Phil Curtolo","cv040_8829.txt","http://www.imdb.com/title/tt0116209/"
"La maldición",1999,"Jan de Bont",4.9,"N","Alex Ioshpe","cv274_26379.txt","http://www.imdb.com/title/tt0171363/"
"You hua hao hao shuo",1997,"Yimou Zhang",7.2,"N","Brian Takeshita","cv533_9843.txt","http://www.imdb.com/title/tt0120543/"
"Entangled",1993,"Max Fischer",4,"N","Dragan Antulov","cv285_18186.txt","http://www.imdb.com/title/tt0106822/"
"Watchers Reborn",1998,"John Carl Buechler",3.2,"N","Justin Felix","cv256_16529.txt","http://www.imdb.com/title/tt0129568/"
"El proyecto de la bruja de Blair",1999,"Daniel Myrick",6.4,"N","David Wilcock","cv488_21453.txt","http://www.imdb.com/title/tt0185937/"
"Las aventuras de Jim West",1999,"Barry Sonnenfeld",4.8,"N","Berge Garabedian","cv105_19135.txt","http://www.imdb.com/title/tt0120891/"
"Todavía sé lo que hicieron el verano pasado",1998,"Danny Cannon",4.6,"N","Bill Chambers","cv816_15257.txt","http://www.imdb.com/title/tt0130018/"
"Los Picapiedra",1994,"Brian Levant",4.8,"N","Dragan Antulov","cv703_17948.txt","http://www.imdb.com/title/tt0109813/"
"Dirty Work",1998,"Bob Saget",6.4,"N","John Latchem","cv491_12992.txt","http://www.imdb.com/title/tt0120654/"
"Speed 2: Cruise Control",1997,"Jan de Bont",3.8,"N","Jeff Walters","cv365_12442.txt","http://www.imdb.com/title/tt0120179/"
"Viaje a las estrellas: Insurrección",1998,"Jonathan Frakes",6.4,"N","Bill Chambers","cv767_15673.txt","http://www.imdb.com/title/tt0120844/"
"Shakespeare apasionado",1998,"John Madden",7.2,"N","Mac VerStandig","cv232_16768.txt","http://www.imdb.com/title/tt0138097/"
"Flubber",1997,"Les Mayfield",5.2,"N","Andy Wright","cv343_10906.txt","http://www.imdb.com/title/tt0119137/"
"Dr. Dolittle",1998,"Betty Thomas",5.3,"N","Kleszczewski, Nicholas","cv520_13297.txt","http://www.imdb.com/title/tt0118998/"
