Localidad,Población total,Viviendas particulares habitadas,Población de 15 años o más analfabeta,Población de 15 años o más sin primaria completa, Viviendas particulares habitadas sin excusado, Viviendas particulares habitadas sin energía eléctrica,Viviendas particulares habitadas sin disponibilidad de agua entubada,Promedio de ocupantes por cuarto en viviendas particulares habitadas,Viviendas particulares habitadas con piso de tierra,Viviendas particulares habitadas que no disponen de refrigerador,Índice de marginación,Grado de marginación,"Índice de marginación escala 
0 a 100",Lugar que ocupa en el contexto nacional,Lugar que ocupa en el contexto  estatal
Los Reyes,14,4,0,11.11111111,0,0,0,1.56,0,0,-1.353201378,Muy bajo,3.909284212,104398,1904
La Escuadra,22,6,14.28571429,28.57142857,16.66666667,0,20,2.2,0,16.66666667,-0.565019536,Alto,10.16644441,71400,817
La Espía de Abajo,28,7,5,15,0,0,28.57142857,1.75,0,0,-1.108348427,Bajo,5.85310486,98339,1610
El Gavilán,60,14,8.108108108,45.94594595,0,0,0,2.61,0,0,-0.620757986,Alto,9.723952087,74357,893
La Hacienda,18,5,8.333333333,33.33333333,0,0,0,1.29,0,0,-1.103346207,Bajo,5.892816118,98153,1602
Juan González (Cieneguilla),15,4,16.66666667,33.33333333,0,0,0,1.5,25,0,-0.769396314,Alto,8.543953032,82383,1095
Laborcitas,29,7,5.555555556,47.05882353,0,0,85.71428571,2.23,14.28571429,0,-0.370829645,Alto,11.70806487,61160,613
Las Cañas,35,14,0,34.61538462,0,0,14.28571429,0.8,0,0,-1.282677271,Bajo,4.469155826,103264,1836
La Mesa (San Ángel),5,3,0,40,0,0,66.66666667,0.56,0,0,-1.126327023,Bajo,5.710377705,99000,1643
La Morita,16,6,10,80,0,0,16.66666667,0.8,0,33.33333333,-0.499881144,Alto,10.68356029,67940,748
María Guadalupe,27,5,0,64.28571429,0,0,20,2.45,20,40,-0.1400015,Alto,13.54054641,50385,421
Pito Real,7,3,20,60,0,100,100,0.88,0,100,0.740528408,Muy alto,20.53083266,21851,117
La Presa,27,8,15.78947368,44.44444444,0,0,62.5,1.35,0,12.5,-0.607009626,Alto,9.833096556,73611,869
Puerta de la Boca,8,4,0,75,0,0,25,0.67,25,0,-0.712223163,Alto,8.997835046,79260,998
La Reforma (Campestre el Fraile),17,7,14.28571429,42.85714286,14.28571429,42.85714286,71.42857143,1.13,28.57142857,42.85714286,0.056513611,Alto,15.10062616,42194,316
El Rincón de Leal,10,3,12.5,62.5,0,100,33.33333333,1.43,66.66666667,100,1.06700035,Muy alto,23.12260416,15636,71
La Garita (El Salitre),22,11,14.28571429,47.61904762,0,0,0,0.65,0,9.090909091,-1.007737592,Medio,6.651826779,94189,1460
El Saltillero Uno,25,6,18.75,68.75,0,0,16.66666667,1.79,0,0,-0.432953425,Alto,11.21488116,64404,677
Los Azahares,125,35,8,32.87671233,0,5.714285714,14.28571429,1.02,5.714285714,17.14285714,-0.961210597,Medio,7.021191873,92127,1404
Espinoza,17,5,7.142857143,14.28571429,20,0,80,1.89,0,60,-0.405085196,Alto,11.43611941,62943,649
Septiembre,32,9,5.263157895,15.78947368,0,0,0,1.52,0,0,-1.252168896,Bajo,4.711353473,102623,1797
Tierras Coloradas,59,17,5.263157895,34.21052632,5.882352941,0,6.25,1.16,0,17.64705882,-1.007364392,Medio,6.654789512,94173,1458
Loma Prieta,214,63,1.265822785,18.24324324,0,0,3.174603175,0.82,1.587301587,4.761904762,-1.419175427,Muy bajo,3.385534272,105174,1951
San Pedro de la Rosa,10,4,10,40,25,25,100,0.91,25,25,-0.174312627,Alto,13.26815975,51882,452
San Juan de Ocampo,10,5,11.11111111,33.33333333,20,0,100,0.83,20,40,-0.375729402,Alto,11.66916704,61418,618
Las Hormigas,12,4,0,12.5,0,0,0,0.71,0,0,-1.571803156,Muy bajo,2.173864453,106343,2013
Buena Vista,26,7,10,30,0,0,57.14285714,1.37,0,14.28571429,-0.82302106,Medio,8.118240835,85253,1166
La Pitaya,6,3,60,80,0,0,100,0.75,33.33333333,0,0.407604774,Alto,17.88784293,30262,192
Ignacio Ramírez,149,40,1.834862385,24.29906542,5,2.5,82.5,1.15,0,7.5,-0.956293131,Medio,7.060230293,91883,1395
Pilón Viejo,25,6,6.25,33.33333333,0,0,33.33333333,1.39,0,0,-0.994652732,Medio,6.755703905,93636,1445
El Siete,13,3,0,0,0,0,0,1.44,0,0,-1.495780434,Muy bajo,2.777388063,105827,1983
La Unión,14,4,0,33.33333333,50,0,100,1.27,25,0,-0.427389492,Alto,11.2590517,64109,671
San Juan de Ocampo (El Laberinto),15,4,0,77.77777778,0,0,100,1.25,0,0,-0.457097109,Alto,11.02321105,65647,706
Puerto la Cantera,42,8,12.90322581,23.33333333,0,0,25,1.83,0,12.5,-0.841256587,Medio,7.973473967,86196,1202
Mexiquito (Menchaca),16,5,14.28571429,35.71428571,0,0,60,0.8,0,20,-0.825024141,Medio,8.102338919,85360,1170
El Ranchito (El Palomar),14,4,0,50,0,0,75,1.56,0,0,-0.72735597,Alto,8.877699829,80104,1018
Las Latitas,102,27,3.947368421,14.28571429,0,0,7.407407407,1.03,0,7.407407407,-1.348681256,Muy bajo,3.945168228,104339,1900
Lienzo Charro,29,8,5.263157895,26.31578947,0,0,50,1.45,0,12.5,-0.93054586,Medio,7.264630835,90681,1357
Los Ángeles,29,5,39.13043478,60.86956522,0,0,100,1.53,40,0,0.217091173,Alto,16.37540753,36329,258
El Saucito,79,17,1.818181818,23.07692308,5.882352941,0,17.64705882,1.44,5.882352941,0,-1.113411118,Bajo,5.812913542,98539,1620
Las Parcelas,11,4,12.5,25,0,0,0,0.92,0,25,-1.083410962,Bajo,6.051076579,97378,1577
El Charco,5,3,25,25,33.33333333,50,100,1.67,50,66.66666667,0.700566901,Alto,20.21358918,22710,127
El Consuelo (Echavarría),66,14,0,7.692307692,0,0,21.42857143,1.38,0,0,-1.367145387,Muy bajo,3.798586542,104588,1920
El Blanquillo Viejo,71,22,5.769230769,40,9.090909091,0,86.36363636,1.29,9.090909091,0,-0.675679559,Alto,9.287944734,77380,954
El Sauz (Granja),47,13,24.13793103,57.14285714,7.692307692,0,0,1.52,0,15.38461538,-0.469928094,Alto,10.92134937,66339,719
El Fraile (Avícola),133,33,8.43373494,37.34939759,0,0,0,1.64,3.03030303,0,-0.9458452,Medio,7.143173559,91397,1378
El Charco (Granja),10,3,0,28.57142857,66.66666667,0,0,10,0,100,2.119440034,Muy alto,31.47763512,4521,7
Leal (Avícola),8,3,20,100,0,0,100,1.14,0,0,-0.017781989,Alto,14.5108137,45171,357
Hacienda Paso Lozano (La Reforma),21,6,6.25,35.71428571,0,0,16.66666667,1.05,16.66666667,0,-1.002776515,Medio,6.691211411,93989,1451
El Ebanito,8,3,0,0,33.33333333,0,100,1.14,33.33333333,33.33333333,-0.629937511,Alto,9.651078348,74842,900
La Trinidad,112,35,1.298701299,50.66666667,2.857142857,5.714285714,88.57142857,1.17,11.42857143,88.57142857,-0.100353372,Alto,13.85530206,48657,397
Gil de Leyva (Camino A las Puentes),14,4,0,12.5,0,0,25,1,0,0,-1.412001479,Muy bajo,3.442486288,105102,1948
Parada la Esmeralda,6,3,0,16.66666667,0,0,100,1.2,33.33333333,0,-0.844607759,Medio,7.946869929,86389,1209
El Cometa,6,3,0,83.33333333,33.33333333,0,66.66666667,0.67,33.33333333,0,-0.244236279,Alto,12.71305499,55040,491
Portal del Valle,9,3,0,0,0,0,66.66666667,1.29,33.33333333,0,-1.092063321,Bajo,5.982387865,97739,1590
Coyonoxtle,22,5,7.692307692,15.38461538,0,0,20,1.57,0,0,-1.147729878,Bajo,5.540466289,99715,1671
Rincón de los Toros (San Pepito),32,9,8,28,0,0,22.22222222,1.28,0,0,-1.091348248,Bajo,5.988064635,97713,1587
Entrada A las Cañas,18,5,15.38461538,50,0,0,40,0.86,0,0,-0.839265999,Medio,7.989276705,86091,1192
La Peñita,28,11,18.18181818,45.45454545,27.27272727,22.22222222,44.44444444,1.65,11.11111111,45.45454545,0.029111415,Alto,14.88308761,43269,325
El Bosque,109,27,2.564102564,17.33333333,0,0,0,1.09,7.407407407,3.703703704,-1.314635652,Bajo,4.21544697,103821,1866
Los Encinos,14,2,0,0,0,0,0,2.2,0,50,-0.98534701,Medio,6.829579484,93206,1440
Los Pinos,10,3,0,57.14285714,0,0,100,1.11,0,33.33333333,-0.49743461,Alto,10.70298266,67811,743
Los Polvorines,10,3,10,22.22222222,33.33333333,0,33.33333333,1.43,0,33.33333333,-0.650918804,Alto,9.4845136,76017,927
El Ranchito (Avícola),21,5,0,0,0,0,0,1.75,0,0,-1.411050388,Muy bajo,3.450036736,105092,1947
Entrada A Chihuahua,18,4,15.38461538,23.07692308,0,0,100,1.2,25,0,-0.646590575,Alto,9.518874224,75771,919
La Luz,9,3,0,0,0,0,33.33333333,0.75,0,0,-1.576989001,Muy bajo,2.132695446,106370,2015
La Peñita,41,11,6.25,21.875,0,0,63.63636364,1.46,0,18.18181818,-0.881033491,Medio,7.657696002,88249,1270
Las Arboledas,60,22,6.382978723,42.55319149,9.090909091,27.27272727,100,1.22,13.63636364,45.45454545,-0.142580387,Alto,13.52007333,50487,423
Ampliación los Laureles,31,7,15.78947368,57.89473684,0,0,0,1.55,0,0,-0.696475358,Alto,9.12285257,78423,976
Lomas de San Francisco,11,3,16.66666667,16.66666667,0,0,33.33333333,2.2,0,0,-0.807817251,Alto,8.238939719,84416,1141
Bronco,10,3,0,0,0,0,0,1.67,33.33333333,0,-1.202968915,Bajo,5.101938674,101374,1748
Benito Juárez,43,10,10,35.71428571,0,10,20,1.05,10,10,-0.86872797,Medio,7.755386168,87624,1256
Padre Mier,187,47,1.6,11.96581197,0,0,0,0.95,4.255319149,0,-1.462143031,Muy bajo,3.044426208,105558,1971
Los Olivos,37,9,0,17.64705882,0,0,0,2.18,0,0,-1.119164623,Bajo,5.767238036,98747,1633
Monterrey,1135512,293530,2.259361663,11.28507969,2.640956631,0.096363915,0.984123551,0.85,1.937966883,5.874356965,-1.449254539,Muy bajo,3.146744424,105447,1966
Parás,788,244,5.601317957,26.06382979,0.819672131,0.819672131,1.639344262,0.85,0,2.868852459,-1.297064458,Bajo,4.354939881,103539,1849
Cinco de Mayo,42,12,0,6.060606061,8.333333333,0,0,1.11,0,8.333333333,-1.427161729,Muy bajo,3.322133204,105264,1953
Charco Blanco,22,8,4.545454546,50,0,0,25,1.1,0,0,-0.957383334,Medio,7.051575471,91942,1398
Emiliano Zapata,51,11,12.12121212,41.93548387,18.18181818,9.090909091,9.090909091,1.65,18.18181818,9.090909091,-0.500823724,Alto,10.67607741,67998,751
El Progreso (Tres Guerra),35,5,5.555555556,41.17647059,0,0,20,1.61,0,0,-0.908657686,Medio,7.43839507,89633,1319
El Tanque,38,15,0,26.92307692,6.666666667,0,66.66666667,0.81,0,0,-1.148412408,Bajo,5.535047865,99739,1672
Pesquería,5465,1395,2.787010995,16.55396267,2.007168459,0.071942446,2.393038434,1.09,1.805054152,4.659498208,-1.332580047,Muy bajo,4.072991322,104112,1885
La Arena,317,81,6.363636364,28.11059908,2.469135803,0,11.11111111,1.26,9.87654321,12.34567901,-0.994715663,Medio,6.755204311,93639,1446
Dulces Nombres,94,24,4.838709677,25.42372881,0,0,50,1.1,0,0,-1.116001399,Bajo,5.792350011,98635,1623
Dulces Nombres (La Lajita),618,159,5.288461539,23.13432836,1.886792453,0,5.095541401,1.13,3.797468354,6.289308176,-1.194213978,Bajo,5.171441726,101115,1740
Ladrillera (Entronque Pesquería),2133,585,2.719238613,13.32398317,1.196581197,0.343053173,3.608247423,1.06,2.397260274,9.572649573,-1.338831484,Muy bajo,4.023362875,104207,1893
Milpa,16,4,18.18181818,45.45454545,50,25,100,1.78,50,50,0.688834931,Alto,20.12045227,22991,131
La Providencia,424,108,6.711409396,29.93197279,0.925925926,5.555555556,15.74074074,1.12,12.03703704,9.259259259,-0.974088739,Medio,6.918955824,92682,1424
San Juan,13,5,0,10,0,0,0,0.87,0,0,-1.552772094,Muy bajo,2.324946858,106210,2003
Santa María la Floreña,719,202,5.500982318,27.23577236,3.96039604,0,7.425742574,0.97,1.485148515,2.475247525,-1.214238998,Bajo,5.012468562,101700,1762
Santa María Pesquería,288,91,2.816901409,25.23809524,6.593406593,1.111111111,2.222222222,0.89,1.111111111,3.296703297,-1.28154088,Bajo,4.478177316,103240,1833
Santa María Pesquería,116,34,3.409090909,26.31578947,8.823529412,0,9.090909091,1.07,0,8.823529412,-1.160279544,Bajo,5.440837918,100139,1694
La Victoria,100,31,1.298701299,32.8358209,6.451612903,0,28.57142857,0.96,0,9.677419355,-1.098159876,Bajo,5.933988983,97956,1598
Zacatecas,857,217,4.501607717,20.79866889,0,0,0.460829493,1.08,0.460829493,7.834101383,-1.280358925,Bajo,4.487560537,103219,1829
Francisco Villa,415,125,6.688963211,34.84320557,4,0,89.6,1.07,16.8,8.8,-0.688008416,Alto,9.190069309,78008,964
El Roble (Merendero),13,3,0,33.33333333,0,0,33.33333333,1.86,0,33.33333333,-0.742454355,Alto,8.757837881,80936,1040
Colonia la Mesa,172,47,2.721088435,27.14285714,2.127659575,0,0,0.92,0,4.255319149,-1.297600278,Bajo,4.350686146,103553,1850
Los Guerra (El Panteón),11,4,0,16.66666667,0,0,0,0.73,0,25,-1.373815003,Muy bajo,3.745638277,104687,1925
Santa Mónica Uno,16,4,18.18181818,45.45454545,0,0,0,1.33,0,0,-0.849635534,Medio,7.9069558,86663,1218
La Arena (Benavides),10,3,12.5,25,0,0,0,1.11,0,0,-1.182833719,Bajo,5.261786491,100789,1720
José María (El Naranjo),14,3,0,50,0,0,100,1.4,0,0,-0.69054952,Alto,9.169896173,78131,968
La Camisa,9,3,0,28.57142857,0,0,100,1,0,0,-1.011597816,Medio,6.621181512,94354,1469
La Chacra,21,4,7.142857143,35.71428571,0,0,50,1.62,0,0,-0.843419414,Medio,7.956303876,86330,1207
Sepúlveda (El General),18,4,0,0,0,0,0,2.57,0,0,-1.186925751,Bajo,5.229300964,100891,1723
Ochenta y Tres,43,10,6.451612903,38.70967742,0,0,40,2.05,0,10,-0.676603418,Alto,9.280610466,77417,955
Camino A la Cieneguilla,5,3,0,40,0,0,33.33333333,0.71,0,0,-1.192712729,Bajo,5.183359732,101065,1735
La Floreña (Avícola),52,13,2.857142857,29.41176471,0,0,0,1.27,0,15.38461538,-1.122820776,Bajo,5.738212841,98889,1635
Colinas del Aeropuerto,3774,1086,1.369311317,8.722871452,0.368324125,0.276497696,0.185013876,1.35,3.710575139,10.03683241,-1.326278787,Muy bajo,4.123015302,104024,1882
Santa Ana,3,3,0,100,0,0,0,0.5,0,0,-0.764680844,Alto,8.581387861,82139,1083
Leopoldo Elizondo (Los Polos),7,3,0,50,0,0,66.66666667,1,0,0,-0.907262727,Medio,7.449469267,89571,1317
Jesús María,249,70,7.027027027,33.51648352,1.428571429,18.57142857,91.17647059,1.14,30,62.85714286,-0.154325352,Alto,13.42683327,51004,433
El Sabinal (Hj),120,41,7.777777778,46.59090909,7.317073171,2.43902439,85.36585366,1.17,29.26829268,21.95121951,-0.344614522,Alto,11.91617956,59809,582
Los Girasoles,69,21,4.761904762,28.57142857,0,0,38.0952381,1.47,0,0,-1.023082833,Medio,6.530005105,94872,1487
El Trece,12,3,25,25,0,0,0,2,0,33.33333333,-0.58163358,Alto,10.03455005,72312,837
La Arena,62,16,9.523809524,42.85714286,6.25,6.25,6.25,1.31,0,6.25,-0.855878352,Medio,7.857395773,86978,1233
Las Palmas,189,50,7.438016529,33.33333333,2,14,98,1.43,42,74,0.07550601,Alto,15.25140162,41500,311
Campestre Dos Amigos,33,11,20,48,9.090909091,27.27272727,100,1.18,0,36.36363636,-0.078714582,Alto,14.0270865,47709,382
Aeropuertos,38,9,0,30.43478261,0,0,0,1.41,0,33.33333333,-1.001472044,Medio,6.70156725,93933,1450
Doña Juany,33,7,15,50,0,0,14.28571429,1.94,0,0,-0.631720857,Alto,9.636920853,74941,904
Jesús María,69,20,1.923076923,24.48979592,10,0,90,1.05,20,0,-0.850304455,Medio,7.901645415,86706,1221
Lomas de San Martín,1329,337,1.56046814,6.586021505,0.296735905,0,0,0.98,0.59347181,5.637982196,-1.496991978,Muy bajo,2.767769944,105840,1984
Los Olmos,767,222,0,2.649006623,1.351351351,0,0,1.17,3.211009174,2.702702703,-1.497029072,Muy bajo,2.767475468,105841,1985
Las Palmas,245,66,0.680272109,4.47761194,0,0,0,0.84,0,7.575757576,-1.561172088,Muy bajo,2.258261596,106276,2010
Paseo de San Javier,1516,437,1.089108911,5.566801619,0.228832952,0.229357798,0,1.04,2.752293578,7.780320366,-1.467662921,Muy bajo,3.000605312,105601,1973
Los Ramones,1169,371,4.204545455,27.82401903,1.078167116,0.27027027,1.621621622,0.8,0.810810811,3.504043127,-1.303302618,Bajo,4.305416827,103638,1858
Las Alazanas,22,6,26.66666667,50,0,0,66.66666667,1.29,0,0,-0.494905852,Alto,10.72305778,67672,738
Altamira (Capadero),270,78,9.604519774,27.3255814,14.1025641,1.282051282,12.82051282,0.95,2.564102564,7.692307692,-1.04420787,Medio,6.362299209,95783,1520
El Ancón,10,5,20,70,0,0,100,0.48,0,0,-0.494581876,Alto,10.72562973,67654,737
Los Ángeles (Palo Blanco),50,17,5,35,0,0,76.47058824,0.55,0,5.882352941,-1.04881012,Medio,6.325763204,95968,1528
La Arena,23,8,5,47.36842105,0,0,0,0.88,0,0,-1.118375298,Bajo,5.773504275,98717,1632
San Andrés,17,6,0,47.05882353,0,0,100,0.74,0,0,-0.90000202,Medio,7.507110035,89215,1310
Las Barretas (Barretitas),29,9,0,26.31578947,11.11111111,0,33.33333333,1.07,0,0,-1.164874797,Bajo,5.404357459,100269,1700
Los Pobladores (La Calor),15,5,15.38461538,66.66666667,0,0,0,0.88,0,0,-0.79798999,Alto,8.316955657,83905,1134
El Carrizo,279,96,5.429864253,37.72727273,3.125,3.125,17.70833333,0.9,8.333333333,8.333333333,-1.000279826,Medio,6.711031947,93889,1448
El Carrizo,204,56,6.081081081,30.71428571,5.357142857,1.785714286,7.142857143,1.06,0,7.142857143,-1.111740573,Bajo,5.826175544,98471,1615
Clavelito,21,5,46.15384615,76.92307692,0,0,100,1.91,0,20,0.412442118,Alto,17.92624528,30122,191
La Conquista,156,49,13.91304348,48.67256637,4.081632653,2.040816327,2.040816327,1.03,6.12244898,8.163265306,-0.818544163,Medio,8.153781695,85011,1160
Los Chaparros,9,5,44.44444444,66.66666667,0,0,60,0.43,0,0,-0.364707539,Alto,11.75666659,60869,605
El Huizache,6,3,0,50,0,0,33.33333333,0.86,0,0,-1.052912024,Medio,6.293199312,96136,1533
Los Ébanos,46,16,8.333333333,50,6.25,0,12.5,1.18,0,6.25,-0.854270902,Medio,7.870156879,86904,1229
Empalme los Ramones,10,3,12.5,25,0,0,100,1,0,0,-0.890746874,Medio,7.580584111,88731,1289
Las Enramadas,154,50,4.310344828,38.73873874,36,4.081632653,4.081632653,1.03,12.24489796,18,-0.729938594,Alto,8.857197083,80227,1023
Loma,203,61,4.697986577,40.13605442,1.639344262,0,15,1,1.666666667,6.557377049,-1.051749045,Medio,6.30243188,96089,1530
El Esterito,33,12,16.66666667,65.51724138,8.333333333,0,100,0.67,8.333333333,8.333333333,-0.372156054,Alto,11.69753487,61217,616
Los García,58,23,10,68,0,0,4.347826087,0.57,4.347826087,8.695652174,-0.840160972,Medio,7.982171753,86142,1197
Garza Ayala (Paso del Macho),37,12,0,32.14285714,8.333333333,0,0,0.9,16.66666667,8.333333333,-1.111887228,Bajo,5.825011285,98476,1616
Garza González,218,65,8.974358974,43.50649351,0,0,9.230769231,0.78,1.538461539,3.076923077,-1.075242305,Bajo,6.115925312,97066,1563
Gómez Ochoa (Los Gómez),7,3,0,33.33333333,0,0,100,0.7,0,0,-1.046545923,Medio,6.343738049,95873,1524
Guadalupe,8,4,12.5,100,0,0,100,0.89,0,25,-0.028441082,Alto,14.42619407,45583,362
Hidalgo,81,16,20,50.72463768,0,0,12.5,0.98,6.25,6.25,-0.749295183,Alto,8.703530418,81292,1057
La Palma,8,3,0,40,0,0,66.66666667,0.89,0,0,-1.036130522,Medio,6.426423064,95417,1508
Facundo González (El Peine),81,35,5.633802817,59.42028986,0,2.857142857,5.714285714,0.57,0,2.857142857,-1.022716478,Medio,6.532913494,94859,1486
El Porvenir (Porvenir Ramones),139,51,6.722689076,42.73504274,0,1.960784314,0,0.81,1.960784314,7.843137255,-1.088618148,Bajo,6.00973815,97600,1583
La Posada,117,31,1.234567901,27.5,3.225806452,0,6.451612903,1.24,0,3.225806452,-1.20423623,Bajo,5.091877805,101407,1751
Las Puentes,9,4,33.33333333,88.88888889,0,0,0,0.53,0,0,-0.449894885,Alto,11.08038754,65283,699
Rancho Nuevo (Rancho Nuevo del Sur),13,4,12.5,40,50,0,0,1.67,0,50,-0.287959391,Alto,12.36594916,57123,531
La Reforma,10,5,10,60,0,0,0,0.42,0,0,-1.056845862,Medio,6.261969643,96289,1545
El Refugio (Los González),60,22,6.52173913,41.30434783,0,0,4.545454546,0.7,0,0,-1.193836495,Bajo,5.174438456,101092,1738
Repueblo de Oriente (El Ranchito),146,48,5.555555556,36.19047619,0,0,25,0.75,0,6.25,-1.139031865,Bajo,5.609517434,99415,1660
San Antonio,16,5,12.5,56.25,0,0,75,0.76,0,0,-0.728125241,Alto,8.871592797,80133,1019
San Bartolo,55,18,2.777777778,33.33333333,0,0,66.66666667,0.73,0,0,-1.111033139,Bajo,5.831791667,98441,1613
San Benito,182,63,4.72972973,47.5862069,1.587301587,1.587301587,7.936507937,0.63,0,1.587301587,-1.133689687,Bajo,5.651927524,99229,1654
San Isidro,566,178,4.952830189,26.30272953,3.93258427,0.561797753,3.95480226,0.91,2.824858757,2.247191011,-1.246707874,Bajo,4.754707034,102510,1792
San Isidro,350,92,4.74137931,21.07623318,7.608695652,0,7.777777778,1.02,3.296703297,6.52173913,-1.211563696,Bajo,5.033707054,101620,1759
El Saucito,41,16,5.555555556,58.33333333,12.5,0,75,0.54,0,6.25,-0.743851452,Alto,8.746746706,81011,1044
El Tuétano,10,4,12.5,50,0,0,75,0.91,0,0,-0.748878267,Alto,8.706840201,81265,1054
Los Martínez,15,6,15.38461538,69.23076923,0,0,100,0.52,0,0,-0.548899905,Alto,10.29441375,70563,804
La Buena Fe,11,4,14.28571429,42.85714286,0,0,75,1.1,25,0,-0.572754194,Alto,10.10504107,71827,824
Maravillas,8,4,12.5,25,0,25,25,0.47,0,25,-0.971076306,Medio,6.942870703,92559,1421
San Bartolo,46,9,10.34482759,44.82758621,0,0,77.77777778,1.53,22.22222222,0,-0.495196195,Alto,10.72075283,67687,739
La Colorada,9,4,12.5,57.14285714,75,0,100,0.82,25,25,0.137801396,Alto,15.74594766,39136,288
Las Presas,10,3,14.28571429,28.57142857,33.33333333,0,33.33333333,1.43,0,33.33333333,-0.534654338,Alto,10.40750541,69827,792
Cinco de Mayo,9,5,12.5,25,0,0,100,1,0,0,-0.890746874,Medio,7.580584111,88732,1290
San Bartolo,14,5,0,41.66666667,0,0,100,0.82,0,0,-0.931411949,Medio,7.257755193,90721,1358
San Bartolo,31,9,8.695652174,34.7826087,11.11111111,0,77.77777778,0.94,11.11111111,0,-0.788307342,Alto,8.393823551,83419,1124
Rayones,361,126,8.273381295,26.56826568,0,0,0,0.87,1.587301587,5.555555556,-1.241146925,Bajo,4.798853886,102380,1785
El Aguacate,11,5,22.22222222,44.44444444,20,40,0,0.85,0,40,-0.334147596,Alto,11.99927363,59309,573
El Ancón,18,4,0,35.71428571,25,0,50,2,0,25,-0.531973114,Alto,10.42879091,69673,788
El Arbolito,15,3,18.18181818,60,33.33333333,0,0,1.25,0,0,-0.533854251,Alto,10.41385708,69777,790
Ignacio Zaragoza (El Barreal),53,20,7.317073171,39.47368421,0,0,5,0.93,0,5,-1.107389985,Bajo,5.860713673,98301,1607
Las Cañadas,79,20,22.95081967,57.62711864,25,0,15,1.11,10,20,-0.346087825,Alto,11.90448341,59881,585
Pablo L. Sidar (Casillas),183,53,13.74045802,51.9379845,13.20754717,3.773584906,1.923076923,1.17,1.886792453,18.86792453,-0.651138874,Alto,9.482766519,76029,928
La Cebolla,28,8,15.78947368,68.42105263,0,12.5,100,1.17,0,100,0.308628966,Alto,17.10210105,33312,226
San Ciprián (Ciprián de Abajo),18,5,0,20,100,0,100,1.8,20,60,0.205394853,Alto,16.28255364,36757,263
Los Cuartos,18,4,35.71428571,71.42857143,25,0,75,1.29,0,25,0.153478253,Alto,15.87040195,38555,283
El Cuervo,36,12,0,25,8.333333333,0,8.333333333,1.5,0,16.66666667,-1.056142918,Medio,6.267550123,96258,1541
Emilio Carranza,173,47,11.66666667,50.86206897,12.76595745,0,0,1.14,4.255319149,10.63829787,-0.761486209,Alto,8.606749197,81979,1076
Los Encinos,55,13,10.25641026,43.58974359,15.38461538,0,23.07692308,1.22,15.38461538,23.07692308,-0.587429828,Alto,9.988535221,72635,844
Las Gallinas,45,11,37.14285714,80,36.36363636,18.18181818,9.090909091,1.36,0,18.18181818,0.200226687,Alto,16.24152499,36960,265
El Goche,88,32,10.81081081,48.64864865,0,0,3.125,0.86,3.125,9.375,-0.950227385,Medio,7.108384589,91606,1387
Juquialanes,8,4,0,25,0,0,0,0.73,0,0,-1.442833832,Muy bajo,3.197716661,105388,1960
Labores de Adentro,27,5,21.05263158,47.36842105,0,0,0,1.93,0,40,-0.388706522,Alto,11.56614523,62109,632
Las Medias,21,5,5.882352941,70.58823529,20,20,0,1.17,0,20,-0.437395642,Alto,11.17961561,64652,685
La Merced,8,3,0,66.66666667,33.33333333,66.66666667,100,1.33,0,66.66666667,0.465312045,Alto,18.34596518,28668,181
La Mesa,9,4,12.5,85.71428571,0,0,0,0.75,25,0,-0.508898352,Alto,10.61197514,68441,762
Monte Blanco,9,4,0,66.66666667,0,0,25,0.9,0,25,-0.752800576,Alto,8.67570206,81484,1064
La Morita,12,3,37.5,42.85714286,0,0,66.66666667,1.33,0,0,-0.419226864,Alto,11.32385257,63688,666
El Nogal,10,3,14.28571429,71.42857143,66.66666667,0,66.66666667,0.58,0,0,-0.244026895,Alto,12.71471723,55031,490
Los Nogales,49,19,5.128205128,63.15789474,31.57894737,0,10.52631579,0.88,15.78947368,15.78947368,-0.538617458,Alto,10.37604328,70012,794
Pedro Carrizales,104,27,1.5625,31.74603175,3.703703704,0,0,1.39,18.51851852,7.407407407,-0.982128861,Medio,6.855127495,93055,1432
Pedro Carrizales,129,33,8.24742268,41.2371134,12.12121212,0,3.03030303,1.39,6.060606061,24.24242424,-0.730135805,Alto,8.855631478,80234,1024
Los Pocitos,13,4,25,50,25,0,25,1.3,25,100,0.276106674,Alto,16.84391546,34341,236
Puerto Grande,39,9,0,57.69230769,44.44444444,0,100,1.44,11.11111111,100,0.337030113,Alto,17.32756999,32411,218
El Ranchito,20,4,0,53.84615385,0,0,100,1.67,25,100,0.199125268,Alto,16.23278112,37003,267
El Real (El Realito),8,3,16.66666667,33.33333333,0,0,0,0.73,0,0,-1.152315284,Bajo,5.504064005,99865,1676
La Sabanilla,6,3,50,66.66666667,33.33333333,66.66666667,100,1,0,100,1.201470885,Muy alto,24.19012898,13571,57
San Blas,15,3,9.090909091,54.54545455,0,0,0,1.67,66.66666667,66.66666667,0.083065385,Alto,15.31141343,41214,310
San Juanito,14,5,0,50,0,0,0,0.82,0,0,-1.171229048,Bajo,5.353912798,100475,1709
José María Morelos (Santa Rosa),207,54,10.73825503,47.5862069,12.96296296,11.11111111,9.259259259,1.12,14.81481481,24.07407407,-0.556958057,Alto,10.23044228,70963,812
El Taray,8,3,0,83.33333333,0,33.33333333,33.33333333,1.14,66.66666667,100,0.624659272,Alto,19.61097926,24490,143
